id,scene,seed_group,pass,act,cue_at,vo_cue,prompt,negative_prompt,aspect_ratio,save_as
S113-wash,S113,S113,wash,ACT 6 — LATE MEDINAN,35:14,would any of you like to eat the flesh of his dead brother?,"A covered dish on a low table, the cloth still over it, one hand at the edge of frame withdrawing. No contents shown. Do not illustrate the image literally — the line is the shock; the picture should decline to compete with it. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S113-wash.png
S115-line,S115,S115,line,ACT 6 — LATE MEDINAN,35:48,peoples and tribes so that you may know one another,"A hand-inked chart of many small settlements across a wide territory, joined by a web of fine gold lines. No borders drawn., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S115-line.png
S115-wash,S115,S115,wash,ACT 6 — LATE MEDINAN,35:48,peoples and tribes so that you may know one another,"A hand-inked chart of many small settlements across a wide territory, joined by a web of fine gold lines. No borders drawn. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S115-wash.png
S117-line,S117,S117,line,ACT 6 — LATE MEDINAN,36:34,the only surah that does not begin with the Bismillah,"A parchment page whose top margin is conspicuously, deliberately empty — the text block starting lower than the eye expects. The absence is the image., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S117-line.png
S117-wash,S117,S117,wash,ACT 6 — LATE MEDINAN,36:34,the only surah that does not begin with the Bismillah,"A parchment page whose top margin is conspicuously, deliberately empty — the text block starting lower than the eye expects. The absence is the image. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S117-wash.png
S118-line,S118,S118,line,ACT 6 — LATE MEDINAN,36:56,on the plain of Arafat,"Return to S012's aerial, now in full daylight, the speckled crowd texture denser and running to the horizon., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S118-line.png
S118-wash,S118,S118,wash,ACT 6 — LATE MEDINAN,36:56,on the plain of Arafat,"Return to S012's aerial, now in full daylight, the speckled crowd texture denser and running to the horizon. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S118-wash.png
S120-line,S120,S120,line,ACT 6 — LATE MEDINAN,37:40,nothing is completed except that it begins to decline,"A sundial or shadow-line on a stone floor at the exact moment of noon, the shadow at its shortest. Everything about to lengthen., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S120-line.png
S120-wash,S120,S120,wash,ACT 6 — LATE MEDINAN,37:40,nothing is completed except that it begins to decline,"A sundial or shadow-line on a stone floor at the exact moment of noon, the shadow at its shortest. Everything about to lengthen. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S120-wash.png
S124-line,S124,S124,line,ACT 7 — THE PAYOFF,38:54,abrogation stops looking like contradiction,"Two parchment leaves overlapping, the upper one translucent so the lower shows through — the two texts aligning rather than fighting. No legible glyphs., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S124-line.png
S124-wash,S124,S124,wash,ACT 7 — THE PAYOFF,38:54,abrogation stops looking like contradiction,"Two parchment leaves overlapping, the upper one translucent so the lower shows through — the two texts aligning rather than fighting. No legible glyphs. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S124-wash.png
S127-line,S127,S127,line,ACT 7 — THE PAYOFF,40:10,Al-Fatiha's position is a decision,"A book opened at its very first page, the page blank, the binding new and the spine uncracked. Warm frontal light. The threshold, again., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S127-line.png
S127-wash,S127,S127,wash,ACT 7 — THE PAYOFF,40:10,Al-Fatiha's position is a decision,"A book opened at its very first page, the page blank, the binding new and the spine uncracked. Warm frontal light. The threshold, again. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S127-wash.png
S129-line,S129,S129,line,ACT 7 — THE PAYOFF,41:02,you will not be able to unsee it,"An open book on a stand with one line of a page catching a shaft of light while the rest sits in shade. No legible text., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S129-line.png
S129-wash,S129,S129,wash,ACT 7 — THE PAYOFF,41:02,you will not be able to unsee it,"An open book on a stand with one line of a page catching a shaft of light while the rest sits in shade. No legible text. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S129-wash.png
S131-line,S131,S131,line,ACT 7 — THE PAYOFF,41:46,it arrived in year sixteen,"The 23-year bar from S102 rendered as a physical inked rule on parchment, with a single gold mark struck at year sixteen., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S131-line.png
S131-wash,S131,S131,wash,ACT 7 — THE PAYOFF,41:46,it arrived in year sixteen,"The 23-year bar from S102 rendered as a physical inked rule on parchment, with a single gold mark struck at year sixteen. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S131-wash.png
S132-line,S132,S132,line,ACT 7 — THE PAYOFF,42:02,the work of people who counted,"A desk from above at night: several open volumes, a lamp, a reed pen, and margins dense with abstract annotation. Warm pool of light, dark edges., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S132-line.png
S132-wash,S132,S132,wash,ACT 7 — THE PAYOFF,42:02,the work of people who counted,"A desk from above at night: several open volumes, a lamp, a reed pen, and margins dense with abstract annotation. Warm pool of light, dark edges. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S132-wash.png
S133-line,S133,S133,line,ACT 7 — THE PAYOFF,42:28,preserved the disagreement instead of quietly deleting it,"Two manuscript pages side by side, both annotated, with a fine gold line drawn between two differing entries — connecting them, not resolving them., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S133-line.png
S133-wash,S133,S133,wash,ACT 7 — THE PAYOFF,42:28,preserved the disagreement instead of quietly deleting it,"Two manuscript pages side by side, both annotated, with a fine gold line drawn between two differing entries — connecting them, not resolving them. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S133-wash.png
S135-line,S135,S135,line,ACT 7 — THE PAYOFF,43:02,"Read, in the name of your Lord who created","Return to S037 — the reed pen alone on parchment — but now the nib is dry and the ink drop beside it has soaked in and spread. Last frame of the film. Hold to black., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S135-line.png
S135-wash,S135,S135,wash,ACT 7 — THE PAYOFF,43:02,"Read, in the name of your Lord who created","Return to S037 — the reed pen alone on parchment — but now the nib is dry and the ink drop beside it has soaked in and spread. Last frame of the film. Hold to black. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S135-wash.png
